Kombat Kate;James Stanton meets ‘Kombat Kate’ Waters, who trains theatre actors in how to ‘fight’ on stage.;Once the lesson is over Kate tells me how she became one of only two women on the official register of stage fight directors. Already a keen martial arts expert from childhood, Kate did drama at university, and one module of her course introduced her to stage combat. When she made enquiries about the possibility of teaching it as a career, she was told about the register and the qualifications she’d need to be accepted onto it. It was no small order: as well as a certificate in advanced stage combat, she would need a black belt in karate and proficiency in fencing, a sport she’d never tried before.\n\nBut she rose to the challenge and taught the subject for several years at a drama college before going freelance and becoming a fight advisor for the theatrical world. The play she’s working on is Shakespeare’s Richard III. This involves a famous sword fight. With no instructions left by the great playwright other than – Enter Richard and Richmond: they fight, Richard dies – the style and sequence of the fight is down to Kate and the actors.\n\n‘I try to get as much information as possible about what a fight would have been like in a particular period,’ Kate explains. ‘But because what I’m eventually doing is telling a dramatic story, not all of it is useful. The scene has to be exciting and do something for the audience.’\n\nUltimately, of course, a stage fight is all smoke and mirrors. In our lesson, Kate shows me how an actor will stand with his or her back to the audience ahead of a choreographed slap or punch. When the slap comes it makes contact not with skin but with air: the actor whacks his chest or leg to make the sound of the slap.;A;What does the writer tell us about the sword fight in the play Richard III?;Its details need to be made up.;It’s a particularly challenging scene to do.;Its action is conveyed through spoken words.;It is widely agreed to be the most exciting of its kind.
Kombat Kate;James Stanton meets ‘Kombat Kate’ Waters, who trains theatre actors in how to ‘fight’ on stage.;Once the lesson is over Kate tells me how she became one of only two women on the official register of stage fight directors. Already a keen martial arts expert from childhood, Kate did drama at university, and one module of her course introduced her to stage combat. When she made enquiries about the possibility of teaching it as a career, she was told about the register and the qualifications she’d need to be accepted onto it. It was no small order: as well as a certificate in advanced stage combat, she would need a black belt in karate and proficiency in fencing, a sport she’d never tried before.\n\nBut she rose to the challenge and taught the subject for several years at a drama college before going freelance and becoming a fight advisor for the theatrical world. The play she’s working on is Shakespeare’s Richard III. This involves a famous sword fight. With no instructions left by the great playwright other than – Enter Richard and Richmond: they fight, Richard dies – the style and sequence of the fight is down to Kate and the actors.\n\n‘I try to get as much information as possible about what a fight would have been like in a particular period,’ Kate explains. ‘But because what I’m eventually doing is telling a dramatic story, not all of <b>it<b> is useful. The scene has to be exciting and do something for the audience.’\n\nUltimately, of course, a stage fight is all smoke and mirrors. In our lesson, Kate shows me how an actor will stand with his or her back to the audience ahead of a choreographed slap or punch. When the slap comes it makes contact not with skin but with air: the actor whacks his chest or leg to make the sound of the slap.;A;What does the highlighted ‘it’ in the third paragraph refer to?;information;a fight;a particular period;a dramatic story
;An extract from a novel about an American teenager called Sandy, who is on a skiing trip.;‘How did I ever manage to get myself into this?’ Sandy wondered aloud and then groaned, although no one was there to hear her. She looked down again from the top of the slope and quickly shut her eyes to block out the sight. ‘Help!’ she said pleadingly in barely more than a whisper with her eyes still closed. ‘Michael? Anyone? Please, oh please… somebody help me out of this mess!’ She was louder the second time, but without anyone nearby to respond – not even Michael, her best friend – it did little to resolve her present dilemma.;C;What is the writer’s purpose in this paragraph?;to explain why Sandy was in this difficult situation;to give relevant details of Sandy’s character;to introduce the fact that Sandy was facing a challenge;to describe how Sandy was planning to solve a problem
;An extract from a novel about an American teenager called Sandy, who is on a skiing trip.;‘How did I ever manage to get myself into this?’ Sandy wondered aloud and then groaned, although no one was there to hear her. She looked down again from the top of the slope and quickly shut her eyes to block out the sight. ‘Help!’ she said pleadingly in barely more than a whisper with her eyes still closed. ‘Michael? Anyone? Please, oh please… somebody help me out of this mess!’ She was louder the second time, but without anyone nearby to respond – not even Michael, her best friend – it did little to resolve her present dilemma.\n\nAt thirteen, short-haired Sandy was quite tall for her age, but thin, which only gave her an appearance of greater height. At the moment, she was dressed in a colorful, thick winter jacket that had a bold bright pink and white design sweeping across a purple background. Her smooth water-repellent pants were the same purple color as her jacket – it was obviously a fashionable, co-ordinated outfit. Warm dark purple gloves covered her hands, and her attire was topped off – literally – with a purple ski hat, scarf and stylish ski goggles. If anyone had been around to see her, dressed the way she was, she would have been clearly visible from a long distance away against the almost solid white backdrop of snow surrounding her.;D;What does the writer suggest about Sandy’s clothes?;They made it unlikely that she would be spotted.;She was wearing them because she belonged to a skiing team.;They were too heavy for the conditions.;She had chosen them with care.
;An extract from a novel about an American teenager called Sandy, who is on a skiing trip.;‘How did I ever manage to get myself into this?’ Sandy wondered aloud and then groaned, although no one was there to hear her. She looked down again from the top of the slope and quickly shut her eyes to block out the sight. ‘Help!’ she said pleadingly in barely more than a whisper with her eyes still closed. ‘Michael? Anyone? Please, oh please… somebody help me out of this mess!’ She was louder the second time, but without anyone nearby to respond – not even Michael, her best friend – it did little to resolve her present dilemma.\n\nAt thirteen, short-haired Sandy was quite tall for her age, but thin, which only gave her an appearance of greater height. At the moment, she was dressed in a colorful, thick winter jacket that had a bold bright pink and white design sweeping across a purple background. Her smooth water-repellent pants were the same purple color as her jacket – it was obviously a fashionable, co-ordinated outfit. Warm dark purple gloves covered her hands, and her attire was topped off – literally – with a purple ski hat, scarf and stylish ski goggles. If anyone had been around to see her, dressed the way she was, she would have been clearly visible from a long distance away against the almost solid white backdrop of snow surrounding her.\n\nSandy opened her eyes and glanced again at the sign posted near her at the top of the slope: it was a triple diamond slope, an expert-level ski run. How had she ended up there? She <b>reproached herself<b> that Michael had at least shown enough sense to get off the ski lift at an earlier opportunity to go down a more moderate slope. Absorbed by the view from near the top of the Sierra Nevada Mountain range in the Lake Tahoe area – shared between California on the west side of the range and Nevada on the east she had foolishly decided to ride the lift up a little further and had found herself facing this ski slope, one that was well above her slightly more than beginner-level skier abilities.;B;The writer says that Sandy ‘reproached herself’ (highlighted) to show that she;felt sorry for herself.;was annoyed with herself.;was angry with Michael.;was worried about Michael.
;An extract from a novel about an American teenager called Sandy, who is on a skiing trip.;Sandy opened her eyes and glanced again at the sign posted near her at the top of the slope: it was a triple diamond slope, an expert-level ski run. How had she ended up there? She reproached herself that Michael had at least shown enough sense to get off the ski lift at an earlier opportunity to go down a more moderate slope. Absorbed by the view from near the top of the Sierra Nevada Mountain range in the Lake Tahoe area – shared between California on the west side of the range and Nevada on the east – she had foolishly decided to ride the lift up a little further and had found herself facing this ski slope, one that was well above her slightly more than beginner-level skier abilities.\n\nSandy sighed deeply, tightly gripped her ski poles in her gloved hands, pointed her skis straight, and pushed back on the poles in her hands enough to cause herself to inch forward as all other avenues seemed to be closed to her. Once more than half of the length of her skis was sticking out into the air – only their back ends were still making contact with the snow at the slope’s top – her balance began shifting forward, her skis followed, and she found herself rapidly picking up speed as she headed straight down the excessively challenging slope.\n\n‘How am I supposed to slow down?’ Sandy shouted, but with the wind whipping by and the trees rushing past on either side of her, she could hardly hear herself. Everything she had learned about skiing in the previous two days seemed to have faded from her mind. Concentrating only on maintaining her balance, she kept her skis pointed straight downhill, which unfortunately only made her pick up more speed on the steep, icy slope.;B;Why did Sandy start skiing down the slope?;She began moving by accident.;She thought it was the only option she had.;She didn’t realise how fast she would have to go.;She didn’t want to admit it was too difficult for her.
;An extract from a novel about an American teenager called Sandy, who is on a skiing trip.;Sandy opened her eyes and glanced again at the sign posted near her at the top of the slope: it was a triple diamond slope, an expert-level ski run. How had she ended up there? She reproached herself that Michael had at least shown enough sense to get off the ski lift at an earlier opportunity to go down a more moderate slope. Absorbed by the view from near the top of the Sierra Nevada Mountain range in the Lake Tahoe area – shared between California on the west side of the range and Nevada on the east – she had foolishly decided to ride the lift up a little further and had found herself facing this ski slope, one that was well above her slightly more than beginner-level skier abilities.\n\nSandy sighed deeply, tightly gripped her ski poles in her gloved hands, pointed her skis straight, and pushed back on the poles in her hands enough to cause herself to inch forward as all other avenues seemed to be closed to her. Once more than half of the length of her skis was sticking out into the air – only their back ends were still making contact with the snow at the slope’s top – her balance began shifting forward, her skis followed, and she found herself rapidly picking up speed as she headed straight down the excessively challenging slope.\n\n‘How am I supposed to slow down?’ Sandy shouted, but with the wind whipping by and the trees rushing past on either side of her, she could hardly hear herself. Everything she had learned about skiing in the previous two days seemed to have faded from her mind. Concentrating only on maintaining her balance, she kept her skis pointed straight downhill, which unfortunately only made her pick up more speed on the steep, icy slope.\n\n‘Simone would know how to ski expertly down this slippery slope’, Sandy thought as she tried to imagine herself as Simone, international spy and heroine of the Simone LeClerc adventure series that Sandy loved to read. Coming up ahead of her, Sandy saw the ski lift which Michael had gotten off earlier. She desperately hoped she would find her friend among the skiers and snowboarders waiting there and she would be able to stop.;A;How did Sandy try to cope as she skied down the slope?;She focused on staying upright.;She asked if anyone could help her.;She did her best to reach the bottom quickly.;She remembered advice from her skiing lessons.
;An extract from a novel about an American teenager called Sandy, who is on a skiing trip.;Sandy sighed deeply, tightly gripped her ski poles in her gloved hands, pointed her skis straight, and pushed back on the poles in her hands enough to cause herself to inch forward as all other avenues seemed to be closed to her. Once more than half of the length of her skis was sticking out into the air – only their back ends were still making contact with the snow at the slope’s top – her balance began shifting forward, her skis followed, and she found herself rapidly picking up speed as she headed straight down the excessively challenging slope.\n\n‘How am I supposed to slow down?’ Sandy shouted, but with the wind whipping by and the trees rushing past on either side of her, she could hardly hear herself. Everything she had learned about skiing in the previous two days seemed to have faded from her mind. Concentrating only on maintaining her balance, she kept her skis pointed straight downhill, which unfortunately only made her pick up more speed on the steep, icy slope.\n\n‘Simone would know how to ski expertly down this slippery slope’, Sandy thought as she tried to imagine herself as Simone, international spy and heroine of the Simone LeClerc adventure series that Sandy loved to read. Coming up ahead of her, Sandy saw the ski lift which Michael had gotten off earlier. She desperately hoped she would find her friend among the skiers and snowboarders waiting there and she would be able to stop.;C;What do we learn about Sandy in the final paragraph?;She is an adventurous person.;She prefers books to sport.;She admires a character from fiction.;She wishes she skied better than Simone.
Scotty Weems;An extract from a novel;It began falling in the morning. I noticed it at the start of second period, biology, but I guess it could have started at the end of first period. There wasn’t much to it at first, and it had been snowing a lot that month, so I didn’t give it a great deal of thought. It was those small flakes, like grains of sugar. By third period, the flakes had fattened up and got serious, and people were starting to talk about it.\n\n‘Think they’ll let us out early?’ my friend, Pete said as we gathered our stuff and headed for our next class, Spanish. I looked out the window and sized it up. It was really coming down and there were already two or three centimeters on the windowsill.\n‘Maybe,’ I said. ‘Is it supposed to be a big one?’\n‘Supposed to be huge: ‘Winter Storm Warning,’\n‘Where have you been?’ he said.\n‘School, basketball practice, homework, whatever. Excuse me for not watching the weather forecast.’\n‘Well, if it’s as big as all that, they’ll probably let us go.’\n‘I hope you’re right, Weems,’ he said.;B;How does Scotty say he felt about the snow at first?;It was far too boring to think about.;It was no real cause for concern.;He was shocked by its sudden appearance.;He was relieved it was only falling lightly.
Scotty Weems;An extract from a novel;‘Think they'll let us out early?’ my friend, Pete said as we gathered our stuff and headed for our next class, Spanish. I looked out the window and sized it up. It was really coming down and there were already two or three centimeters on the windowsill.\n‘Maybe,’ I said. ‘Is it supposed to be a big one?’\n‘Supposed to be huge: ‘Winter Storm Warning,’\n‘Where have you been?’ he said.\n‘School, basketball practice, homework, whatever. Excuse me for not watching the weather forecast.’\n‘Well, if it’s as big as all that, they’ll probably let us go.’\n‘I hope you’re right, Weems,’ he said.\n\nMy name is Scotty Weems. I prefer ‘Scotty’, but most people, even my friends, call me ‘Weems’. I guess it’s easy to say. Anyway, I’m an athlete, so since I was a little kid, I’ve heard it shouted every time I’ve done something right and every time I messed up, too. These days it’s on the back of my basketball jersey. I like to think that someday people will be chanting it from the sidelines: ‘Weems! Weems! Weems!’ Chanting fans make any name sound good.;C;What does Scotty say about being called ‘Weems’?;It is appropriate for an athlete.;He thinks his supporters will find it memorable.;He has become accustomed to it.;He regards it as an expression of admiration.
Scotty Weems;An extract from a novel;It was a Tuesday, and before the snow started falling the main thing on my radar was the start of the basketball season. The first game was supposed to be that night. So when Pete said, ‘Think they’ll let us out early?’ what I heard was, ‘Think they’ll cancel the game?’ Pete Dubois was one of my best friends, him and Jason Gillispie. The three of us were pretty tight. Pete blended in.\n\nIt was sort of his role. It might sound strange, being known for what you aren’t, but Pete wasn't super hip or incredibly smart. He listened to mainstream rock and wore whatever clothes he’d been given by his parents. You needed some kids <b>like that<b>, otherwise all you had were competing groups, all dressed in outfits that amounted to uniforms and trying to play their music louder than yours.;A;What does the highlighted ‘like that’ refer to?;being an average type of person;being interested in rock music;wearing carefully chosen clothes;hiding your real personality
Scotty Weems;An extract from a novel;It was a Tuesday, and before the snow started falling the main thing on my radar was the start of the basketball season. The first game was supposed to be that night. So when Pete said, ‘Think they’ll let us out early?’ what I heard was, ‘Think they’ll cancel the game?’ Pete Dubois was one of my best friends, him and Jason Gillispie. The three of us were pretty tight. Pete blended in.\n\nIt was sort of his role. It might sound strange, being known for what you aren’t, but Pete wasn't super hip or incredibly smart. He listened to mainstream rock and wore whatever clothes he’d been given by his parents. You needed some kids <b>like that<b>, otherwise all you had were competing groups, all dressed in outfits that amounted to uniforms and trying to play their music louder than yours.\n\nSo for Pete, early dismissal just meant more time at home, playing video games and eating pizza. For me, it meant <b>not collecting the payoff<b> for all those hours of practice I’d put in over the off-season, all those jump-shots I’d taken in the gym and out in the driveway. ‘They’re going to cancel the game,’ I said to Pete. ‘That’s for sure.’\n‘Oh, yeah,’ said Pete. ‘That’s bad.’;D;What does the highlighted ‘not collecting the payoff’ mean?;failing to take a break from;doubting the result of;getting fed up with;missing out on the rewards of
Scotty Weems;An extract from a novel;Pete didn't play basketball, not in a team anyway. Neither did Jason. They were the same friends I’d always had, the neighborhood kids I’d ridden bikes with when we were nine. I guess it’s kind of weird to still have the same friends as when you were a little kid. It’s not like you’re expected to move on by high school, but you’re definitely allowed. And most sporty kids run in packs, you know? But I had only just got onto the first team, so I was still kind of an outsider there anyway. I knew those guys would like me just fine when I became one of the top players, and that was my goal for this season. As for my real friends, Pete and Jason, I didn't have to prove anything to them.;C;What point is Scotty making when he talks about sporty kids running in packs?;they have a shared natural ability;they grew up together in the same neighbourhood;they have a strong group identity;they are all motivated to achieve
Scotty Weems;An extract from a novel;Pete didn't play basketball, not in a team anyway. Neither did Jason. They were the same friends I’d always had, the neighborhood kids I’d ridden bikes with when we were nine. I guess it’s kind of weird to still have the same friends as when you were a little kid. It’s not like you’re expected to move on by high school, but you’re definitely allowed. And most sporty kids run in packs, you know? But I had only just got onto the first team, so I was still kind of an outsider there anyway. I knew those guys would like me just fine when I became one of the top players, and that was my goal for this season. As for my real friends, Pete and Jason, I didn't have to prove anything to them.;C;What do we learn about Scotty in this paragraph?;He is embarrassed to be friends with people who aren’t sporty.;He lacks confidence in his ability to make new friends.;He feels secure about the friendships he already has.;He values the friendship of the people in his basketball team.

